DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON
200805991,8,West LA,851,1500 BROCKTON AV,,34.0375,-118.4622
200806398,8,West LA,889,1900 S ROBERTSON BL,,34.0449,-118.3866
202114168,21,Topanga,2105,8300 NORTHGATE AV,,34.2209,-118.6041
200715415,7,Wilshire,719,500 N LARCHMONT BL,,34.079,-118.3236
200910961,9,Van Nuys,981,15200 GREENLEAF ST,,34.1509,-118.4647
200321184,3,Southwest,398,600 W 41ST ST,,34.0096,-118.2857
201320833,13,Newton,1323,900 E 24TH ST,,34.0216,-118.2564
200405511,4,Hollenbeck,439,1900 LANSDOWNE AV,,34.0641,-118.1747
201906743,19,Mission,1901,15400 GLENOAKS BL,,34.3232,-118.4695
201815297,18,Southeast,1803,8700 S SAN PEDRO ST,,33.9581,-118.2695
201911975,19,Mission,1902,14300 FOOTHILL BL,,34.3192,-118.4455
200407981,4,Hollenbeck,489,3000 E 8TH ST,,34.0249,-118.2121
202108903,21,Topanga,2107,21000 ROSCOE BL,,34.2234,-118.5932
202111756,21,Topanga,2172,5300 OVERING DR,,34.1663,-118.6474
200715609,7,Wilshire,788,4000 W 21ST ST,,34.0373,-118.3279
201016128,10,West Valley,1029,7100 VALJEAN AV,,34.1995,-118.4859
201209207,12,77th Street,1205,5100 HALLDALE AV,,33.9969,-118.3023
202108904,21,Topanga,2107,21000 ROSCOE BL,,34.2234,-118.5932
202109697,21,Topanga,2196,4600 WESTCHESTER DR,,34.1539,-118.5827
201711768,17,Devonshire,1701,19800 RINALDI ST,,34.2749,-118.5661
202109379,21,Topanga,2111,7900 QUIMBY AV,,34.214,-118.6311
211710805,17,Devonshire,1712,11400 DORAL AV,,34.2783,-118.547
212115300,21,Topanga,2177,21600 CALIFA ST,,34.1773,-118.5988
211914046,19,Mission,1906,13500 RAVEN ST,,34.3161,-118.4287
210320632,3,Southwest,314,3800 W 27TH ST,,34.0312,-118.3259
211116674,11,Northeast,1141,1900 N VERMONT AV,,34.1095,-118.2958
211712567,17,Devonshire,1721,21400 NASHVILLE ST,,34.269,-118.5985
212016640,20,Olympic,2081,1700 ARLINGTON AV,,34.0409,-118.3177
211104767,11,Northeast,1161,1200 N KENMORE AV,,34.0934,-118.2974
211009834,10,West Valley,1044,18400 COLLINS ST,,34.1749,-118.5323
212113640,21,Topanga,2136,7300 MILWOOD AV,,34.2029,-118.5943
211009590,10,West Valley,1041,6000 DONNA AV,,34.1787,-118.5475
211305802,13,Newton,1353,800 E 46TH ST,,0,0
210319305,3,Southwest,391,4100 W DON TOMASO DR,,34.0052,-118.3453
211217093,12,77th Street,1266,600 W 80TH ST,,33.9667,-118.2852
211706407,17,Devonshire,1799,8300 GLORIA AV,,34.2213,-118.4809
211711604,17,Devonshire,1791,8500 LIMERICK AV,,34.2246,-118.5832
211711455,17,Devonshire,1722,10400 CANOGA AV,,34.2594,-118.5973
212113873,21,Topanga,2144,6700 FALLBROOK AV,,34.1913,-118.6234
211115744,11,Northeast,1124,3200 ANDRITA ST,,34.1177,-118.2441
212012166,20,Olympic,2074,1700 S HARVARD BL,,34.0423,-118.3043
211707934,17,Devonshire,1772,9400 PENFIELD AV,,34.2403,-118.5695
211710085,17,Devonshire,1714,11800 LAUGHTON WY,,34.2878,-118.5329
210707752,7,Wilshire,765,5000 VENICE BL,,34.0462,-118.3444
211714500,17,Devonshire,1745,17100 CHATSWORTH ST,,34.2648,-118.5055
212008760,20,Olympic,2042,800 S ST ANDREWS PL,,34.0564,-118.3131
210415395,4,Hollenbeck,488,3400 OPAL ST,,34.0224,-118.2043
210511763,5,Harbor,503,700 W LOMITA BL,,33.7941,-118.29
212116387,21,Topanga,2173,5200 RIGOLETTO ST,,34.1647,-118.6243
212014782,20,Olympic,2041,3500 W OLYMPIC BL,,34.0545,-118.3225
210205652,2,Rampart,236,200 N ALVARADO ST,,34.0682,-118.2694
211812217,18,Southeast,1837,1600 E 115TH ST,,33.9303,-118.2463
211813525,18,Southeast,1804,900 E 87TH ST,,33.9593,-118.2586
212108390,21,Topanga,2104,8700 TOPANGA CANYON BL,,34.2285,-118.6036
211800769,18,Southeast,1891,16600 S MENLO AV,,33.8803,-118.2891
212106185,21,Topanga,2158,6000 DE SOTO AV,,34.1792,-118.5904
210407807,4,Hollenbeck,479,3600 WHITTIER BL,,34.0255,-118.1957
211710386,17,Devonshire,1797,16200 MALDEN ST,,34.2258,-118.4861
210909724,9,Van Nuys,994,13900 DURHAM RD,,34.1348,-118.4348
212112689,21,Topanga,2115,8100 REMMET AV,,34.2169,-118.6003
211913212,19,Mission,1909,13500 SIMSHAW AV,,34.3171,-118.4101
211715317,17,Devonshire,1709,15600 ODYSSEY DR,,34.2827,-118.4694
210206345,2,Rampart,221,4100 ROSEWOOD AV,,34.079,-118.294
211910375,19,Mission,1918,13500 FOOTHILL BL,,34.3051,-118.4276
211014925,10,West Valley,1033,6500 YOLANDA AV,,34.1887,-118.5404
211707424,17,Devonshire,1752,21000 LEMARSH ST,,34.2554,-118.5907
212113998,21,Topanga,2147,21000 HART ST,,34.1974,-118.5906
211012418,10,West Valley,1033,6500 YOLANDA AV,,34.1887,-118.5404
211013121,10,West Valley,1029,7000 WOODLEY AV,,34.1975,-118.4837
212109689,21,Topanga,2136,7500 JORDAN AV,,34.2065,-118.6029
212113014,21,Topanga,2133,22800 RUNNYMEDE ST,,34.205,-118.624
211014993,10,West Valley,1025,7000 CHIMINEAS AV,,34.1975,-118.5284
210313226,3,Southwest,395,1500 W MARTIN LUTHER KING JR BL,,34.0109,-118.3113
210414349,4,Hollenbeck,438,4800 ZELLA PL,,34.0677,-118.1803
211510413,15,N Hollywood,1557,10800 MORRISON ST,,34.1608,-118.3681
211704144,17,Devonshire,1752,10200 DE SOTO AV,,34.2554,-118.5886
211611243,16,Foothill,1601,11600 GLENOAKS BL,,34.2802,-118.4185
211707836,17,Devonshire,1767,18500 VINCENNES ST,,34.2409,-118.5369
212111729,21,Topanga,2107,21300 PARTHENIA ST,,34.2282,-118.597
210416257,4,Hollenbeck,489,3100 AINTREE LN,,34.0234,-118.2102
211706760,17,Devonshire,1715,17300 HALSEY ST,,34.2811,-118.5118
211706783,17,Devonshire,1745,17100 KINGSBURY ST,,34.2636,-118.5055
210405649,4,Hollenbeck,487,1100 ORME AV,,34.0265,-118.2158
211704297,17,Devonshire,1795,17400 RAYMER ST,,34.2254,-118.5128
212109464,21,Topanga,2172,5500 FENWOOD AV,,34.1701,-118.6354
211015906,10,West Valley,1089,4500 SHERMAN OAKS AV,,34.1524,-118.4694
211711548,17,Devonshire,1782,19800 ACRE ST,,34.2291,-118.5658
210806513,8,West LA,842,1400 BUTLER AV,,34.0484,-118.4544
210412525,4,Hollenbeck,448,1500 N EVERGREEN AV,,34.0591,-118.1939
211007820,10,West Valley,1001,19100 LANARK ST,,34.2174,-118.5498
211005040,10,West Valley,1011,18900 SHERMAN WY,,34.2012,-118.5469
210404435,4,Hollenbeck,473,400 S ST LOUIS ST,,34.0376,-118.2166
211910423,19,Mission,1905,14000 FOOTHILL BL,,34.3155,-118.4343
211015161,10,West Valley,1097,17000 COTTER PL,,34.1431,-118.5034
210319221,3,Southwest,355,3600 S VAN NESS AV,,34.023,-118.3166
210406359,4,Hollenbeck,429,3900 LOWELL AV,,0,0
212111906,21,Topanga,2103,22300 CHASE ST,,34.2227,-118.6148
211712513,17,Devonshire,1745,17000 SAN JOSE ST,,34.2612,-118.5023
211007917,10,West Valley,1033,6500 RESEDA BL,,34.1847,-118.5441
211708459,17,Devonshire,1779,9400 AQUEDUCT AV,,34.2411,-118.4739
210310037,3,Southwest,376,1600 W MARTIN LUTHER KING JR BL,,34.0145,-118.3045
210212790,2,Rampart,249,1000 WILSHIRE BL,,34.0519,-118.2624
212109894,21,Topanga,2125,7700 JORDAN AV,,34.2104,-118.6029
211304617,13,Newton,1373,900 E 53RD ST,,33.9943,-118.2595
210817587,8,West LA,822,PACIFIC COAST,SUNSET BL,34.0385,-118.5556
211008774,10,West Valley,1029,15700 VOSE ST,,0,0
211113464,11,Northeast,1125,1500 N AVENUE 46,,34.1232,-118.216
211912673,19,Mission,1944,14000 DAUBERT ST,,34.2737,-118.4388
212015578,20,Olympic,2046,800 S CATALINA ST,,34.0577,-118.2954
210404175,4,Hollenbeck,477,700 S MOTT ST,,34.0334,-118.2122
210408390,4,Hollenbeck,438,2800 HAVEN ST,,0,0
212107565,21,Topanga,2102,8400 FABLE AV,,34.2207,-118.6418
211714255,17,Devonshire,1754,18500 MAYALL ST,,34.2533,-118.5361
212112513,21,Topanga,2147,20700 BASSETT ST,,34.196,-118.5855
210615511,6,Hollywood,643,1600 N FORMOSA AV,,34.0998,-118.3468
211013293,10,West Valley,1003,18500 ROSCOE BL,,34.2207,-118.5367
211015502,10,West Valley,1089,4500 SHERMAN OAKS AV,,34.1524,-118.4694
210617785,6,Hollywood,629,1900 N VAN NESS AV,,34.1053,-118.3159
210516915,5,Harbor,587,700 W 40TH ST,,33.7079,-118.2918
210413100,4,Hollenbeck,488,3400 OPAL ST,,34.0224,-118.2043
212013467,20,Olympic,2063,1200 S WESTERN AV,,34.0491,-118.3091
210607466,6,Hollywood,638,1700 N GRAMERCY PL,,34.1017,-118.3123
211707019,17,Devonshire,1785,9100 CREBS AV,,34.2361,-118.5441
211518424,15,N Hollywood,1527,11200 DELANO ST,,34.1821,-118.3758
212011806,20,Olympic,2023,300 S KINGSLEY DR,,34.0672,-118.3028
211007154,10,West Valley,1067,5400 OSTROM AV,,34.169,-118.507
210515382,5,Harbor,529,2200 E I ST,,33.7828,-118.2345
211007089,10,West Valley,1065,5100 YARMOUTH AV,,34.1629,-118.5202
211308530,13,Newton,1394,200 E 65TH ST,,33.9806,-118.2717
211407364,14,Pacific,1406,3800 S MOTOR AV,,34.024,-118.409
211916250,19,Mission,1967,9300 DORRINGTON PL,,34.2374,-118.4406
211708323,17,Devonshire,1745,17400 BLACKHAWK ST,,34.2585,-118.5133
210817423,8,West LA,859,1600 S CORNING ST,,34.0494,-118.3781
212108829,21,Topanga,2187,20900 AVENUE SAN LUIS,,34.1646,-118.5884
211013273,10,West Valley,1031,19300 VICTORY BL,,34.1866,-118.5535
211817720,18,Southeast,1842,10800 S SAN PEDRO ST,,33.9347,-118.2761
210409113,4,Hollenbeck,422,2300 SICHEL ST,,0,0
211015019,10,West Valley,1023,6600 WILBUR AV,,34.1902,-118.5447
211807556,18,Southeast,1837,1600 E 115TH ST,,33.9303,-118.2463
210319220,3,Southwest,355,3600 S VAN NESS AV,,34.023,-118.3166
210612208,6,Hollywood,668,5600 VIRGINIA AV,,34.0918,-118.3119
211312577,13,Newton,1342,3700 CRAWFORD ST,,34.0135,-118.2698
210812557,8,West LA,898,2800 S BEDFORD ST,,34.0346,-118.3857
212117675,21,Topanga,2114,8200 TOPANGA CANYON BL,,34.2139,-118.6103
211504384,15,N Hollywood,1566,11000 MOORPARK ST,,34.1504,-118.3709
211711756,17,Devonshire,1738,10900 WOODLEY AV,,34.2685,-118.4847
212108785,21,Topanga,2155,6200 TOPANGA CANYON BL,,34.1829,-118.6059
211016135,10,West Valley,1017,7300 GENESTA AV,,34.203,-118.5033
210216356,2,Rampart,249,400 S BIXEL ST,,34.0562,-118.2607
211015008,10,West Valley,1097,17000 COTTER PL,,34.1431,-118.5034
210713735,7,Wilshire,715,7200 ROSEWOOD AV,,34.0803,-118.3462
212012142,20,Olympic,2074,1700 S HARVARD BL,,34.0423,-118.3043
211707396,17,Devonshire,1749,16300 SAN JOSE ST,,34.261,-118.4874
211411289,14,Pacific,1434,HAVELOCK,CENTINELA,34.0038,-118.4423
211114113,11,Northeast,1137,400 N AVENUE 56,,34.1109,-118.2016
211707859,17,Devonshire,1795,17100 ROSCOE BL,,34.2214,-118.5055
211817663,18,Southeast,1849,11500 GORMAN AV,,33.932,-118.232
211612837,16,Foothill,1622,13400 PINNEY ST,,34.2648,-118.4259
210807405,8,West LA,833,1300 MIDVALE AV,,34.0557,-118.444
211007238,10,West Valley,1033,18700 VICTORY BL,,34.1866,-118.5411
211815210,18,Southeast,1801,700 W 91ST ST,,33.9542,-118.2875
210817593,8,West LA,817,900 TIVERTON AV,,34.0621,-118.4428
211716176,17,Devonshire,1791,8300 KEOKUK AV,,34.2205,-118.574
210609172,6,Hollywood,656,900 VINE ST,,34.0871,-118.3266
222004005,20,Olympic,2011,200 S MANHATTAN PL,,34.0711,-118.3104
211014041,10,West Valley,1088,4600 NOELINE AV,,34.1542,-118.4902
212107032,21,Topanga,2128,20200 STAGG ST,,34.2107,-118.5744
211316530,13,Newton,1362,51ST ST,AVALON BL,33.9966,-118.2652
211004290,10,West Valley,1001,19400 KESWICK ST,,34.2106,-118.5579
211612217,16,Foothill,1659,9700 PALI AV,,34.2433,-118.2704
211715832,17,Devonshire,1794,18200 CHASE ST,,34.2246,-118.5307
211008787,10,West Valley,1017,7400 LASAINE AV,,34.205,-118.5109
212110897,21,Topanga,2146,6800 REMMET AV,,34.1938,-118.6003
211009714,10,West Valley,1017,7400 LASAINE AV,,34.205,-118.5109
212114641,21,Topanga,2155,6200 SHOUP AV,,34.1837,-118.6146
211710622,17,Devonshire,1723,20500 KINGSBURY ST,,34.2636,-118.582
212006820,20,Olympic,2005,600 N KINGSLEY DR,,34.0822,-118.3034
210710215,7,Wilshire,753,1000 S FAIRFAX AV,,34.0578,-118.364
212111837,21,Topanga,2103,22300 CHASE ST,,34.2227,-118.6148
211710729,17,Devonshire,1794,8400 LINDLEY AV,,34.2251,-118.5372
211611367,16,Foothill,1658,6800 VALMONT ST,,34.2517,-118.2794
212010287,20,Olympic,2076,1300 FEDORA ST,,34.0467,-118.2976
210512511,5,Harbor,563,900 W 18TH ST,,33.7279,-118.2973
210617273,6,Hollywood,656,5900 BARTON AV,,34.088,-118.3223
211015209,10,West Valley,1018,7300 WOODLEY AV,,34.203,-118.4837
212112435,21,Topanga,2158,21200 OXNARD ST,,34.1837,-118.5846
212112351,21,Topanga,2148,20100 ARCHWOOD ST,,34.192,-118.5716
211714907,17,Devonshire,1782,19800 ACRE ST,,34.2291,-118.5658
211711551,17,Devonshire,1737,10900 WHITAKER AV,,34.2682,-118.4996
210806565,8,West LA,832,GRANVILLE AV,WESTGATE AV,34.0511,-118.4643
211712849,17,Devonshire,1791,8500 DE SOTO AV,,34.2246,-118.5885
210311535,3,Southwest,373,3900 NORTON AV,,34.0127,-118.3317
211010490,10,West Valley,1035,6600 BERTRAND AV,,34.1903,-118.5244
