DR_NO,Date Rptd,DATE OCC,TIME OCC
201819549,10/26/2020 12:00:00 AM,10/26/2020 12:00:00 AM,1055
201311731,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,50
201320916,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,2015
200310593,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,1515
200908938,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1520
202012538,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,1700
201406559,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,530
201515700,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,130
201806995,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1700
201420156,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,650
201226482,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,2015
201116185,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,925
202010970,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1730
200410143,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,2000
201218464,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1645
200814286,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1045
200604228,01/06/2020 12:00:00 AM,01/01/2020 12:00:00 AM,100
200100528,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2015
200610707,04/30/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1616
200315717,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1930
200708243,04/13/2020 12:00:00 AM,03/16/2020 12:00:00 AM,430
200610221,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,230
201820284,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,30
201113033,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1300
200618841,12/04/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1755
200713873,09/15/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1320
201909405,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,150
200515177,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2025
201105807,02/11/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1330
200615676,09/21/2020 12:00:00 AM,09/21/2020 12:00:00 AM,940
201204524,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,140
201915764,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1450
200215426,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1705
200914943,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1613
200213521,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,40
201512578,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,720
201821314,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,55
201314491,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1
201807438,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2120
201819953,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1952
200100578,01/31/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2040
202005550,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1530
201204457,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,730
202110740,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,2000
201320726,12/02/2020 12:00:00 AM,12/01/2020 12:00:00 AM,2330
201611836,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1800
201810045,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,125
200212207,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2200
201218005,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2100
201321167,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,2340
200912618,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,5
200111334,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,600
201225069,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,2000
200610885,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,30
201316231,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1430
200517240,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2100
201209720,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,1620
201817526,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1030
201214708,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1315
202108172,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,400
200215587,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1400
201212388,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1830
201513074,07/25/2020 12:00:00 AM,07/21/2020 12:00:00 AM,2300
201713682,09/27/2020 12:00:00 AM,09/27/2020 12:00:00 AM,30
201015533,11/29/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1100
211806777,02/25/2021 12:00:00 AM,10/14/2020 12:00:00 AM,2150
202107618,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1900
201808239,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,2035
200105126,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900
201214763,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,120
201219570,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1340
200309318,04/01/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1130
201912862,08/04/2020 12:00:00 AM,08/03/2020 12:00:00 AM,930
201907944,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2130
201220616,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1815
200612937,07/22/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2200
201200716,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2000
201005429,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,300
200206554,02/20/2020 12:00:00 AM,02/15/2020 12:00:00 AM,230
200908695,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,2100
201110760,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2014
200516278,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1240
201312469,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,1115
201304976,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,20
201419785,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,1530
200713112,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,2230
201818181,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,200
200315929,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1110
200510690,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,2124
201306346,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1915
201807244,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1100
200404603,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1730
202013205,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1600
201707034,03/06/2020 12:00:00 AM,03/01/2020 12:00:00 AM,830
201818709,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,220
202000747,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,50
200815102,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2300
202013972,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1000
200107531,02/20/2020 12:00:00 AM,02/20/2020 12:00:00 AM,2130
200513998,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1950
201226637,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1245
200117422,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1730
200315259,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,2120
200511783,07/13/2020 12:00:00 AM,07/12/2020 12:00:00 AM,1930
201711324,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,2145
202107253,03/12/2020 12:00:00 AM,03/12/2020 12:00:00 AM,105
200906470,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,745
200415116,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,2230
200114129,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,2025
200408081,04/22/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1245
200515518,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1500
201405999,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1145
201600886,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,1230
201213371,05/22/2020 12:00:00 AM,05/22/2020 12:00:00 AM,1200
200306895,02/18/2020 12:00:00 AM,02/17/2020 12:00:00 AM,1600
201504847,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1845
200816895,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,730
200212999,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1007
200705967,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1415
200214051,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,943
200322130,12/23/2020 12:00:00 AM,12/20/2020 12:00:00 AM,2130
201215923,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,10
201108938,05/02/2020 12:00:00 AM,05/01/2020 12:00:00 AM,1950
200407077,03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1930
200618611,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1300
200609528,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1430
200415360,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1815
200214938,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,125
200410078,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1100
200513063,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1452
201320854,12/05/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1910
201310767,05/12/2020 12:00:00 AM,05/12/2020 12:00:00 AM,2230
201906703,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1610
200412072,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,2315
201315222,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,2045
201811387,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1730
201607773,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1640
201219444,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1800
201814948,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1325
200707683,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,2000
201316640,09/07/2020 12:00:00 AM,09/06/2020 12:00:00 AM,2325
200315152,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,1915
201110471,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1715
200514901,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,920
200204801,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2130
202009433,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,2000
201911468,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,755
201217837,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1700
202010611,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1240
200300709,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1000
200812375,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,120
202018624,12/20/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1900
201904495,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,630
201218262,08/10/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1800
200605766,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2215
201818180,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,200
200407011,03/16/2020 12:00:00 AM,03/16/2020 12:00:00 AM,2110
201911003,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2215
200309767,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,530
200304743,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2140
201007045,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2130
200905590,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,605
201912322,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,1500
201317136,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,1900
200312726,06/15/2020 12:00:00 AM,06/13/2020 12:00:00 AM,2100
200917606,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1630
200320058,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1015
200204871,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1440
200708332,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1335
201200705,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1945
200618923,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,810
201805474,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1250
201817599,09/21/2020 12:00:00 AM,09/21/2020 12:00:00 AM,2245
201214847,06/17/2020 12:00:00 AM,06/17/2020 12:00:00 AM,2300
201600883,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,2200
201309725,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,2100
200615862,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,330
200216176,10/15/2020 12:00:00 AM,10/15/2020 12:00:00 AM,10
201613144,09/23/2020 12:00:00 AM,09/18/2020 12:00:00 AM,700
200517960,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,2030
200914112,08/29/2020 12:00:00 AM,08/29/2020 12:00:00 AM,1013
201009228,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,2250
201513788,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,45
201207243,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1920
201413193,07/02/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1945
201821290,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,850
201201021,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1330
200400670,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1115
200215563,09/28/2020 12:00:00 AM,09/27/2020 12:00:00 AM,2330
201512102,07/02/2020 12:00:00 AM,06/29/2020 12:00:00 AM,2000
201609968,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,1945
200617033,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2015
201814365,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1530
200110823,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1220
201219615,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1942
200515412,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,2200
200706974,03/04/2020 12:00:00 AM,02/14/2020 12:00:00 AM,1600
200308372,03/11/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1435
201800746,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,215
200504215,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1430
201211990,05/01/2020 12:00:00 AM,05/01/2020 12:00:00 AM,2344
201004973,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,200
202015507,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,630
200408716,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,2020
200309754,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1730
201822605,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,400
200304306,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1230
201418918,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,2020
200615792,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1650
200310013,04/17/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2026
200413507,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1754
201200543,02/09/2020 12:00:00 AM,02/09/2020 12:00:00 AM,100
201818096,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1840
201215670,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,1712
200712834,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1240
200105642,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1625
200312361,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1450
200512850,08/11/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1611
201217530,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,125
201906350,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,420
202110701,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1230
200313113,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2230
201200795,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1730
201813052,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,405
201819169,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,2240
201311651,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1619
201911362,06/25/2020 12:00:00 AM,06/24/2020 12:00:00 AM,2000
201218804,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,2210
200121976,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1430
202011440,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2120
200618287,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1400
201417306,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1325
201300702,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,2115
201313370,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1600
200114767,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1230
200112960,06/05/2020 12:00:00 AM,06/05/2020 12:00:00 AM,300
201223785,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,223
200204337,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1350
201218509,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,600
201809799,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2000
200508697,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1630
201321613,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,330
201909667,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1030
201221063,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1200
201200599,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1130
200909339,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1450
202010693,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1635
200319665,11/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,45
201012161,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1930
201317899,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,2120
201314074,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,300
202015532,10/05/2020 12:00:00 AM,10/05/2020 12:00:00 AM,2300
200411735,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1655
200905494,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,2025
201214732,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1905
201815030,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,200
200211802,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1925
201819006,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,300
201615147,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1000
201912800,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2140
201411996,06/07/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1815
202018315,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2310
202012600,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,1100
201813929,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1720
201217333,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1615
201200858,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1942
200907991,03/31/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1500
201307292,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1500
200510372,06/09/2020 12:00:00 AM,06/08/2020 12:00:00 AM,2355
201320793,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1345
201314677,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,1135
201416124,08/26/2020 12:00:00 AM,08/25/2020 12:00:00 AM,2120
200119711,10/20/2020 12:00:00 AM,10/19/2020 12:00:00 AM,2200
201009571,05/31/2020 12:00:00 AM,05/01/2020 12:00:00 AM,2130
202014168,09/02/2020 12:00:00 AM,09/02/2020 12:00:00 AM,2200
201612478,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,430
200111380,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,2250
202012220,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2225
201505250,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1400
201100532,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,2320
201913094,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,2120
200513340,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,300
200611685,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1630
200310595,04/28/2020 12:00:00 AM,04/28/2020 12:00:00 AM,2145
200313586,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1315
200605338,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2330
200122876,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,730
201912703,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2000
202010543,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,1010
201218642,08/16/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1500
200211570,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,935
200909302,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1830
201716661,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,645
201517020,11/01/2020 12:00:00 AM,10/31/2020 12:00:00 AM,2230
200119249,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1615
201321022,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1505
201207045,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,2200
200406360,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,245
201412886,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2000
201221938,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,2130
200600725,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1420
200618010,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1200
201808834,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1040
201221667,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,2115
211204035,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1630
201013064,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1805
200313458,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,830
201820427,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,130
201216067,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1155
201907215,03/06/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1730
200321708,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1355
201505409,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1400
201714175,10/11/2020 12:00:00 AM,10/11/2020 12:00:00 AM,1205
200118526,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1200
201815729,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,300
200113796,06/23/2020 12:00:00 AM,06/22/2020 12:00:00 AM,2150
200216477,10/21/2020 12:00:00 AM,08/14/2020 12:00:00 AM,2120
201005015,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1810
202112383,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1930
202017418,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1110
201821667,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1300
202000665,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,225
201224442,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,200
