DR_NO,Status,Status Desc
201910452,AO,Adult Other
202009787,AO,Adult Other
202007892,AA,Adult Arrest
200512688,AA,Adult Arrest
200416134,AA,Adult Arrest
201420317,IC,Invest Cont
201908011,AA,Adult Arrest
201416318,AA,Adult Arrest
200411606,IC,Invest Cont
200312310,IC,Invest Cont
201713286,IC,Invest Cont
200113032,AA,Adult Arrest
200416395,AO,Adult Other
200517367,AA,Adult Arrest
202112377,IC,Invest Cont
200514284,AA,Adult Arrest
200908259,AO,Adult Other
202113955,AA,Adult Arrest
201913840,AA,Adult Arrest
200207566,AA,Adult Arrest
202109966,AO,Adult Other
201606393,AO,Adult Other
200212656,AO,Adult Other
200317348,IC,Invest Cont
201414440,AO,Adult Other
201818768,IC,Invest Cont
201811739,IC,Invest Cont
201110646,AO,Adult Other
201912963,AO,Adult Other
201209038,AO,Adult Other
201715477,AO,Adult Other
201818195,IC,Invest Cont
201517514,AA,Adult Arrest
201816622,IC,Invest Cont
201507199,IC,Invest Cont
201316155,IC,Invest Cont
200310539,AO,Adult Other
201713282,AO,Adult Other
201609070,IC,Invest Cont
200704200,AO,Adult Other
201905302,AA,Adult Arrest
201308902,IC,Invest Cont
200211573,IC,Invest Cont
200508130,AA,Adult Arrest
200207390,IC,Invest Cont
201708038,IC,Invest Cont
200505315,IC,Invest Cont
200319254,IC,Invest Cont
200412606,AO,Adult Other
201713269,IC,Invest Cont
200907545,AO,Adult Other
201112811,AA,Adult Arrest
201820834,IC,Invest Cont
202114528,AO,Adult Other
201917407,AA,Adult Arrest
200916921,IC,Invest Cont
200414205,AA,Adult Arrest
201907692,IC,Invest Cont
201805347,AO,Adult Other
201807433,IC,Invest Cont
201514493,AO,Adult Other
201908903,IC,Invest Cont
200109212,AO,Adult Other
200916472,AO,Adult Other
201211457,IC,Invest Cont
200508512,IC,Invest Cont
201614812,IC,Invest Cont
200611543,IC,Invest Cont
200508774,AA,Adult Arrest
201604538,AA,Adult Arrest
200304655,AO,Adult Other
201310555,IC,Invest Cont
201310915,AA,Adult Arrest
200715975,IC,Invest Cont
200610044,AO,Adult Other
201410564,IC,Invest Cont
200407648,IC,Invest Cont
200507154,AA,Adult Arrest
200512803,AA,Adult Arrest
201911688,AO,Adult Other
201908451,AO,Adult Other
201910408,AO,Adult Other
200409098,IC,Invest Cont
200408213,AO,Adult Other
200805921,AO,Adult Other
201210143,IC,Invest Cont
200113900,AO,Adult Other
200416031,AO,Adult Other
201819462,AO,Adult Other
201917202,IC,Invest Cont
201513032,IC,Invest Cont
201715428,AA,Adult Arrest
200207348,AO,Adult Other
200411959,AO,Adult Other
200109196,AA,Adult Arrest
201411674,AO,Adult Other
201907734,AO,Adult Other
201220564,AA,Adult Arrest
201822380,IC,Invest Cont
200508820,AA,Adult Arrest
201212168,AO,Adult Other
201315658,IC,Invest Cont
201808166,IC,Invest Cont
201913498,AO,Adult Other
201211503,IC,Invest Cont
200613836,AO,Adult Other
201808357,IC,Invest Cont
201908493,AO,Adult Other
200308676,IC,Invest Cont
201000948,IC,Invest Cont
200507260,AA,Adult Arrest
202109636,AO,Adult Other
201225071,AA,Adult Arrest
201607875,IC,Invest Cont
202113453,AA,Adult Arrest
200208374,IC,Invest Cont
200510151,IC,Invest Cont
200309757,IC,Invest Cont
201306530,IC,Invest Cont
200512107,IC,Invest Cont
201821770,IC,Invest Cont
202015224,AA,Adult Arrest
201710284,AA,Adult Arrest
201107852,AO,Adult Other
201811056,IC,Invest Cont
200322132,AO,Adult Other
200609765,IC,Invest Cont
201415139,AA,Adult Arrest
201112303,AA,Adult Arrest
200511000,AA,Adult Arrest
201909191,AA,Adult Arrest
200321596,IC,Invest Cont
201305955,AO,Adult Other
201815158,AO,Adult Other
200713072,IC,Invest Cont
200608422,IC,Invest Cont
211907915,AA,Adult Arrest
202007107,IC,Invest Cont
201715902,AO,Adult Other
202110150,AO,Adult Other
201705237,AO,Adult Other
201014771,AA,Adult Arrest
201515165,AA,Adult Arrest
201113161,AA,Adult Arrest
200320969,AA,Adult Arrest
201405370,AA,Adult Arrest
201812287,IC,Invest Cont
201110391,AO,Adult Other
202113514,AO,Adult Other
201805094,IC,Invest Cont
201313346,IC,Invest Cont
201909937,AO,Adult Other
200513019,IC,Invest Cont
200322157,AA,Adult Arrest
201106108,AA,Adult Arrest
201914158,AO,Adult Other
200314773,AO,Adult Other
201306774,IC,Invest Cont
201014527,AO,Adult Other
200410229,AO,Adult Other
202110985,IC,Invest Cont
200204567,AA,Adult Arrest
201809610,IC,Invest Cont
200409018,AO,Adult Other
200612557,AA,Adult Arrest
201610410,AO,Adult Other
200513679,IC,Invest Cont
201114132,AO,Adult Other
201817692,AO,Adult Other
201208641,AO,Adult Other
200813077,AO,Adult Other
201222159,AO,Adult Other
200413713,IC,Invest Cont
201710479,AO,Adult Other
200517553,AA,Adult Arrest
200511521,IC,Invest Cont
202114403,AO,Adult Other
201319272,AO,Adult Other
201111035,AA,Adult Arrest
200508952,AA,Adult Arrest
201319002,AO,Adult Other
201910406,IC,Invest Cont
200320721,AA,Adult Arrest
201917858,IC,Invest Cont
201110005,AO,Adult Other
200105993,IC,Invest Cont
201107822,IC,Invest Cont
202005482,IC,Invest Cont
200905420,IC,Invest Cont
201204962,AO,Adult Other
201610475,AO,Adult Other
200510549,IC,Invest Cont
201918220,AA,Adult Arrest
201319582,AO,Adult Other
200405853,IC,Invest Cont
200508974,AA,Adult Arrest
200705793,AO,Adult Other
201804425,IC,Invest Cont
200915322,IC,Invest Cont
201821796,IC,Invest Cont
202116439,AO,Adult Other
201904793,IC,Invest Cont
200306543,IC,Invest Cont
200311887,AA,Adult Arrest
201113813,AA,Adult Arrest
200515226,AA,Adult Arrest
200500600,IC,Invest Cont
200509460,AA,Adult Arrest
200905440,IC,Invest Cont
200414713,IC,Invest Cont
200812061,AA,Adult Arrest
200716119,AO,Adult Other
200504197,AO,Adult Other
200817813,AO,Adult Other
200518139,AO,Adult Other
200316912,IC,Invest Cont
201318979,IC,Invest Cont
200119832,AO,Adult Other
200707151,AO,Adult Other
201818522,IC,Invest Cont
201206535,AA,Adult Arrest
202100711,IC,Invest Cont
200315727,AA,Adult Arrest
200709009,IC,Invest Cont
201911651,IC,Invest Cont
200800513,IC,Invest Cont
202114010,AA,Adult Arrest
201313325,IC,Invest Cont
201918420,AO,Adult Other
201204348,AO,Adult Other
201614036,AO,Adult Other
201312326,AO,Adult Other
201712156,IC,Invest Cont
201213847,IC,Invest Cont
202104482,AO,Adult Other
202114526,AO,Adult Other
201704284,IC,Invest Cont
201507850,AO,Adult Other
201914268,AO,Adult Other
201306874,IC,Invest Cont
200705071,AO,Adult Other
200311709,IC,Invest Cont
201916823,IC,Invest Cont
201207566,AO,Adult Other
210304161,IC,Invest Cont
201116512,AO,Adult Other
200511935,AA,Adult Arrest
201316189,IC,Invest Cont
200910849,IC,Invest Cont
201411364,IC,Invest Cont
200408793,AO,Adult Other
201009085,AA,Adult Arrest
201908709,IC,Invest Cont
200404028,IC,Invest Cont
201205656,AO,Adult Other
201822414,IC,Invest Cont
201315289,IC,Invest Cont
200604571,AA,Adult Arrest
200208804,AO,Adult Other
200510835,IC,Invest Cont
200315043,AA,Adult Arrest
200414319,IC,Invest Cont
201316003,IC,Invest Cont
200514296,AA,Adult Arrest
200404208,IC,Invest Cont
201822255,IC,Invest Cont
200111691,IC,Invest Cont
200413227,IC,Invest Cont
202004467,AO,Adult Other
201917138,AO,Adult Other
201915379,IC,Invest Cont
201610344,AO,Adult Other
200119843,AA,Adult Arrest
201819961,IC,Invest Cont
201314399,IC,Invest Cont
201214922,IC,Invest Cont
200512071,IC,Invest Cont
202104333,IC,Invest Cont
201414396,AO,Adult Other
201316268,IC,Invest Cont
201305667,IC,Invest Cont
200217796,AO,Adult Other
200516364,AA,Adult Arrest
201917442,AA,Adult Arrest
200814836,IC,Invest Cont
201111605,AO,Adult Other
200512790,AA,Adult Arrest
201614916,AO,Adult Other
201811133,AA,Adult Arrest
201909393,AO,Adult Other
201318369,AO,Adult Other
201300609,IC,Invest Cont
201314765,AO,Adult Other
201308596,AO,Adult Other
200517756,AO,Adult Other
201010261,AO,Adult Other
200509107,IC,Invest Cont
202014780,AO,Adult Other
200516536,AA,Adult Arrest
200217708,IC,Invest Cont
202100694,IC,Invest Cont
201909347,IC,Invest Cont
201114607,AA,Adult Arrest
200311784,IC,Invest Cont
201213508,IC,Invest Cont
201508412,AA,Adult Arrest
201310174,IC,Invest Cont
200305660,IC,Invest Cont
200412837,AO,Adult Other
200713136,AO,Adult Other
201313969,IC,Invest Cont
200913554,AO,Adult Other
201604969,AA,Adult Arrest
201905332,AO,Adult Other
201610335,IC,Invest Cont
200411024,AA,Adult Arrest
200807668,AO,Adult Other
201912867,IC,Invest Cont
201910214,AO,Adult Other
200515172,IC,Invest Cont
201609274,AO,Adult Other
202114022,AO,Adult Other
202018288,IC,Invest Cont
201614903,IC,Invest Cont
201907337,AO,Adult Other
200918331,AO,Adult Other
201816495,AO,Adult Other
200510392,AO,Adult Other
200304780,IC,Invest Cont
201808721,IC,Invest Cont
200106700,IC,Invest Cont
201615897,AO,Adult Other
200109468,IC,Invest Cont
201817927,IC,Invest Cont
201300867,IC,Invest Cont
200508050,AO,Adult Other
201816732,IC,Invest Cont
202114227,IC,Invest Cont
201114245,AA,Adult Arrest
202006475,IC,Invest Cont
202012906,AA,Adult Arrest
201711972,AA,Adult Arrest
201821928,AA,Adult Arrest
202115146,IC,Invest Cont
202018259,AA,Adult Arrest
201104343,AO,Adult Other
200609010,AO,Adult Other
201818459,IC,Invest Cont
200811939,IC,Invest Cont
200215343,IC,Invest Cont
201808488,IC,Invest Cont
200511488,AA,Adult Arrest
201304974,AA,Adult Arrest
202014200,IC,Invest Cont
202111591,AA,Adult Arrest
200713271,IC,Invest Cont
201205507,AO,Adult Other
201210135,AA,Adult Arrest
201108968,AA,Adult Arrest
201224999,AO,Adult Other
201215238,IC,Invest Cont
200713776,IC,Invest Cont
200305027,IC,Invest Cont
200809762,IC,Invest Cont
202110989,AA,Adult Arrest
200214372,AO,Adult Other
201316218,AO,Adult Other
200608676,AA,Adult Arrest
200408417,AO,Adult Other
202009593,IC,Invest Cont
200409003,AO,Adult Other
200606107,IC,Invest Cont
201817013,IC,Invest Cont
200321836,IC,Invest Cont
200916390,AO,Adult Other
200515113,AO,Adult Other
201809986,IC,Invest Cont
201600882,IC,Invest Cont
200322006,IC,Invest Cont
201312980,AA,Adult Arrest
201404714,IC,Invest Cont
200507407,AO,Adult Other
201814214,IC,Invest Cont
201115069,AA,Adult Arrest
201315004,AO,Adult Other
200412633,IC,Invest Cont
201210671,AO,Adult Other
201908251,AA,Adult Arrest
200207168,IC,Invest Cont
202111037,AA,Adult Arrest
201812428,AO,Adult Other
200909244,AA,Adult Arrest
201804439,IC,Invest Cont
200212954,IC,Invest Cont
201114713,AA,Adult Arrest
201614269,AA,Adult Arrest
201613718,IC,Invest Cont
200122493,IC,Invest Cont
200609390,IC,Invest Cont
202115056,IC,Invest Cont
200609596,IC,Invest Cont
201208108,IC,Invest Cont
200516496,IC,Invest Cont
200512743,AA,Adult Arrest
202113352,AA,Adult Arrest
200207627,AA,Adult Arrest
201016045,AO,Adult Other
200516765,AA,Adult Arrest
201812116,IC,Invest Cont
201007080,IC,Invest Cont
200510406,IC,Invest Cont
201708199,IC,Invest Cont
200407188,AO,Adult Other
201810453,AO,Adult Other
202009907,AO,Adult Other
201516879,AO,Adult Other
201207221,IC,Invest Cont
200515150,AO,Adult Other
200610386,AO,Adult Other
201915010,AO,Adult Other
200806579,AA,Adult Arrest
201223605,AO,Adult Other
202110391,AA,Adult Arrest
200511881,AA,Adult Arrest
201819466,AO,Adult Other
200815556,AO,Adult Other
202115500,AO,Adult Other
200406414,AO,Adult Other
202017194,AO,Adult Other
201807364,IC,Invest Cont
200507999,AA,Adult Arrest
201412239,IC,Invest Cont
201911408,IC,Invest Cont
201711841,AA,Adult Arrest
201319912,IC,Invest Cont
200408849,IC,Invest Cont
201609451,AO,Adult Other
200404734,IC,Invest Cont
200108173,AA,Adult Arrest
200816016,AO,Adult Other
200614727,IC,Invest Cont
201904946,AO,Adult Other
200512657,AO,Adult Other
201321586,IC,Invest Cont
200406320,JA,Juv Arrest
200706356,IC,Invest Cont
202111099,AA,Adult Arrest
200409496,AA,Adult Arrest
201319915,IC,Invest Cont
201914964,AA,Adult Arrest
201319251,AO,Adult Other
200716337,AO,Adult Other
201917814,AA,Adult Arrest
201305697,IC,Invest Cont
200516895,IC,Invest Cont
200507532,AO,Adult Other
200205385,AO,Adult Other
201812271,IC,Invest Cont
202017739,AO,Adult Other
200715665,IC,Invest Cont
200908978,IC,Invest Cont
200115305,IC,Invest Cont
200713962,AO,Adult Other
200707569,IC,Invest Cont
201227214,IC,Invest Cont
201821270,AO,Adult Other
200504225,IC,Invest Cont
201009913,IC,Invest Cont
201709569,AO,Adult Other
201914436,AO,Adult Other
200911460,IC,Invest Cont
200315859,AO,Adult Other
201206199,AA,Adult Arrest
202014597,IC,Invest Cont
200406419,IC,Invest Cont
201910820,IC,Invest Cont
202110951,IC,Invest Cont
200211462,AA,Adult Arrest
200317958,IC,Invest Cont
200810939,AO,Adult Other
200312917,AO,Adult Other
201318164,AO,Adult Other
201318608,IC,Invest Cont
200304368,IC,Invest Cont
201821209,IC,Invest Cont
200517115,AA,Adult Arrest
200300770,IC,Invest Cont
202109731,AO,Adult Other
200507544,AA,Adult Arrest
200504834,IC,Invest Cont
202112278,AO,Adult Other
200115657,AO,Adult Other
200817933,IC,Invest Cont
200715455,IC,Invest Cont
201904492,IC,Invest Cont
200804265,AO,Adult Other
202110250,AO,Adult Other
201107112,AA,Adult Arrest
201512465,AA,Adult Arrest
202114233,AO,Adult Other
200316666,IC,Invest Cont
200606878,IC,Invest Cont
200305021,AA,Adult Arrest
201104290,AA,Adult Arrest
200507849,AO,Adult Other
201906983,AO,Adult Other
201819090,IC,Invest Cont
200305696,AO,Adult Other
200713137,AO,Adult Other
200305582,IC,Invest Cont
201912986,IC,Invest Cont
202009160,IC,Invest Cont
201612992,AA,Adult Arrest
201011708,AO,Adult Other
201107604,AO,Adult Other
201506578,AA,Adult Arrest
201208093,AO,Adult Other
201504327,IC,Invest Cont
201113000,AO,Adult Other
201708649,AO,Adult Other
200212657,AO,Adult Other
200310536,AO,Adult Other
200508491,AO,Adult Other
201900822,AA,Adult Arrest
200514878,IC,Invest Cont
200112927,AO,Adult Other
201615850,IC,Invest Cont
201015125,AA,Adult Arrest
200712959,AO,Adult Other
201211056,IC,Invest Cont
202110368,IC,Invest Cont
200510262,IC,Invest Cont
200410713,AA,Adult Arrest
202114642,AA,Adult Arrest
201914274,IC,Invest Cont
200504237,AA,Adult Arrest
200404770,AA,Adult Arrest
200411241,IC,Invest Cont
200509920,IC,Invest Cont
200707542,IC,Invest Cont
202008514,AA,Adult Arrest
200816004,AA,Adult Arrest
201313348,IC,Invest Cont
201007795,IC,Invest Cont
200511001,IC,Invest Cont
201321775,IC,Invest Cont
201504254,AA,Adult Arrest
201820970,IC,Invest Cont
200119087,AA,Adult Arrest
201010727,IC,Invest Cont
202117484,AO,Adult Other
201205984,AO,Adult Other
201313407,IC,Invest Cont
200216085,AO,Adult Other
201319920,AO,Adult Other
200513224,AA,Adult Arrest
200513001,AA,Adult Arrest
201815349,IC,Invest Cont
201806715,IC,Invest Cont
201515175,AO,Adult Other
201107731,AO,Adult Other
200309863,IC,Invest Cont
201605079,IC,Invest Cont
200211995,AO,Adult Other
201321468,AO,Adult Other
200207567,AO,Adult Other
201016054,AA,Adult Arrest
200516946,AO,Adult Other
200907650,AO,Adult Other
201307654,IC,Invest Cont
201704618,AO,Adult Other
200119430,IC,Invest Cont
200321246,AO,Adult Other
202009809,AO,Adult Other
200413761,AO,Adult Other
201906225,AO,Adult Other
200815325,AO,Adult Other
200414340,AA,Adult Arrest
201014082,AO,Adult Other
201918470,IC,Invest Cont
200915323,AO,Adult Other
201610614,IC,Invest Cont
200611209,IC,Invest Cont
201305009,IC,Invest Cont
200406719,IC,Invest Cont
200916860,AO,Adult Other
200508846,AA,Adult Arrest
202111982,AO,Adult Other
200906864,AO,Adult Other
200711849,AA,Adult Arrest
201206538,AO,Adult Other
200411220,AA,Adult Arrest
201909463,AO,Adult Other
200311766,AA,Adult Arrest
200515264,IC,Invest Cont
201613386,AO,Adult Other
202109687,AA,Adult Arrest
200322282,IC,Invest Cont
201608484,AA,Adult Arrest
202105218,AO,Adult Other
200511662,AA,Adult Arrest
200509191,AA,Adult Arrest
202112279,AO,Adult Other
201311461,IC,Invest Cont
201915365,IC,Invest Cont
201911492,AO,Adult Other
200409638,IC,Invest Cont
201712402,AO,Adult Other
202007050,AA,Adult Arrest
200808393,AA,Adult Arrest
201808771,IC,Invest Cont
200609185,AA,Adult Arrest
202100722,AA,Adult Arrest
200204366,AO,Adult Other
200515453,IC,Invest Cont
201015875,AO,Adult Other
202005202,IC,Invest Cont
201822669,IC,Invest Cont
201711638,IC,Invest Cont
200811983,AO,Adult Other
201204241,AA,Adult Arrest
201906620,AO,Adult Other
201008419,AO,Adult Other
200508342,AO,Adult Other
202104483,IC,Invest Cont
201307863,AO,Adult Other
201204657,AA,Adult Arrest
201105127,AO,Adult Other
201408679,AA,Adult Arrest
200506284,AO,Adult Other
202010484,AA,Adult Arrest
211613692,IC,Invest Cont
201309177,IC,Invest Cont
201604304,IC,Invest Cont
201009117,IC,Invest Cont
200304625,IC,Invest Cont
201305085,IC,Invest Cont
201219635,AO,Adult Other
201414333,AO,Adult Other
200413540,AO,Adult Other
200811466,AO,Adult Other
202114935,AA,Adult Arrest
201914891,AA,Adult Arrest
202108978,AO,Adult Other
200508497,AA,Adult Arrest
201714249,AA,Adult Arrest
201811014,IC,Invest Cont
200716152,AO,Adult Other
201104784,AO,Adult Other
200508051,AO,Adult Other
201514538,AA,Adult Arrest
201211378,AO,Adult Other
200316514,IC,Invest Cont
202104169,IC,Invest Cont
200509570,AA,Adult Arrest
201712564,IC,Invest Cont
200713260,AO,Adult Other
200608893,IC,Invest Cont
200322137,AO,Adult Other
200616811,AO,Adult Other
200411235,IC,Invest Cont
200708559,AO,Adult Other
201108819,AA,Adult Arrest
200507695,IC,Invest Cont
200209034,IC,Invest Cont
200312693,AO,Adult Other
201911987,AA,Adult Arrest
200516363,AA,Adult Arrest
200613055,AO,Adult Other
201707627,AO,Adult Other
200805824,AO,Adult Other
201422039,AO,Adult Other
201910580,AA,Adult Arrest
202110480,IC,Invest Cont
201812212,IC,Invest Cont
200615327,AO,Adult Other
201108663,IC,Invest Cont
202117203,AO,Adult Other
201716068,AA,Adult Arrest
201006222,IC,Invest Cont
201512156,AO,Adult Other
202115449,AA,Adult Arrest
202114452,AO,Adult Other
200412871,AO,Adult Other
201815898,IC,Invest Cont
202017245,AA,Adult Arrest
201010584,IC,Invest Cont
202107912,AO,Adult Other
200511065,AA,Adult Arrest
200712013,AA,Adult Arrest
200815323,IC,Invest Cont
201710989,IC,Invest Cont
202017958,AA,Adult Arrest
201010821,AO,Adult Other
201905407,AA,Adult Arrest
201910145,IC,Invest Cont
200515418,AA,Adult Arrest
201819400,IC,Invest Cont
201714618,AA,Adult Arrest
201009804,AO,Adult Other
200514892,AA,Adult Arrest
200509974,AO,Adult Other
201806768,IC,Invest Cont
200312087,IC,Invest Cont
201917406,AO,Adult Other
200516638,AO,Adult Other
201114982,AA,Adult Arrest
200714911,AO,Adult Other
201319506,AO,Adult Other
202110751,AO,Adult Other
200914135,IC,Invest Cont
201914488,IC,Invest Cont
200508476,IC,Invest Cont
201913823,AA,Adult Arrest
201609144,AO,Adult Other
200412881,AO,Adult Other
201306744,IC,Invest Cont
201213291,AO,Adult Other
201606841,AO,Adult Other
200322356,AO,Adult Other
202112702,AO,Adult Other
201914813,AO,Adult Other
200609005,AO,Adult Other
200217279,AA,Adult Arrest
200905421,IC,Invest Cont
201705238,IC,Invest Cont
201515087,AA,Adult Arrest
201917960,IC,Invest Cont
200705267,IC,Invest Cont
202109557,IC,Invest Cont
201909008,IC,Invest Cont
201112614,AA,Adult Arrest
200915018,AO,Adult Other
200412318,AO,Adult Other
200408551,IC,Invest Cont
201506190,AO,Adult Other
200206692,AO,Adult Other
201821544,IC,Invest Cont
200816241,AO,Adult Other
200709750,IC,Invest Cont
201613500,AO,Adult Other
200509244,AA,Adult Arrest
201107378,AO,Adult Other
200409112,IC,Invest Cont
200322301,AO,Adult Other
200907117,AA,Adult Arrest
200907096,IC,Invest Cont
202005118,IC,Invest Cont
201213253,IC,Invest Cont
201908971,AO,Adult Other
200507542,AA,Adult Arrest
201310554,IC,Invest Cont
201222776,AO,Adult Other
201515056,IC,Invest Cont
201813083,IC,Invest Cont
200619621,IC,Invest Cont
201906551,AO,Adult Other
200810422,AO,Adult Other
200507725,AO,Adult Other
201419693,IC,Invest Cont
200508701,AO,Adult Other
201913689,AA,Adult Arrest
200504478,IC,Invest Cont
201305240,IC,Invest Cont
200111650,AA,Adult Arrest
201518940,AA,Adult Arrest
200505658,AO,Adult Other
202016725,AA,Adult Arrest
201007872,AO,Adult Other
200514441,AA,Adult Arrest
201915866,IC,Invest Cont
201704890,AA,Adult Arrest
201314092,IC,Invest Cont
201909487,IC,Invest Cont
200308782,AO,Adult Other
201907911,AA,Adult Arrest
202107374,AA,Adult Arrest
202116705,AA,Adult Arrest
200411853,AO,Adult Other
201515112,AA,Adult Arrest
201105211,AO,Adult Other
200609298,AO,Adult Other
202111045,AA,Adult Arrest
201904645,AA,Adult Arrest
200815328,AO,Adult Other
200209046,IC,Invest Cont
200210620,AA,Adult Arrest
201822806,IC,Invest Cont
202114856,AA,Adult Arrest
201213119,AO,Adult Other
201805970,IC,Invest Cont
201814746,IC,Invest Cont
200508734,IC,Invest Cont
201822640,IC,Invest Cont
200404337,IC,Invest Cont
200406348,IC,Invest Cont
200316040,IC,Invest Cont
201208552,IC,Invest Cont
200511936,AA,Adult Arrest
201313761,AA,Adult Arrest
201319445,IC,Invest Cont
200611041,AO,Adult Other
202112982,AO,Adult Other
201316377,IC,Invest Cont
201110415,AO,Adult Other
201912785,AO,Adult Other
202110019,IC,Invest Cont
201308255,IC,Invest Cont
201300678,IC,Invest Cont
201219882,AO,Adult Other
201314139,IC,Invest Cont
200310360,IC,Invest Cont
200918761,AA,Adult Arrest
201614961,IC,Invest Cont
202014384,AO,Adult Other
202108787,AA,Adult Arrest
201904302,AA,Adult Arrest
202004982,IC,Invest Cont
201305222,IC,Invest Cont
200510167,AA,Adult Arrest
200706903,AO,Adult Other
202112700,AO,Adult Other
201111935,AO,Adult Other
201815896,IC,Invest Cont
200914887,AA,Adult Arrest
201313897,AO,Adult Other
201909407,AO,Adult Other
201313918,IC,Invest Cont
201116381,AA,Adult Arrest
200516806,AA,Adult Arrest
201204163,IC,Invest Cont
200216041,AO,Adult Other
201709823,AO,Adult Other
201811835,AA,Adult Arrest
201909344,AO,Adult Other
200715577,IC,Invest Cont
201206189,IC,Invest Cont
200907049,AO,Adult Other
201913341,AA,Adult Arrest
201816394,IC,Invest Cont
200217196,AO,Adult Other
200514279,AO,Adult Other
201604360,IC,Invest Cont
201411115,AA,Adult Arrest
201414779,IC,Invest Cont
201714627,IC,Invest Cont
201605861,IC,Invest Cont
201206325,IC,Invest Cont
201614587,IC,Invest Cont
200407699,IC,Invest Cont
202010116,AO,Adult Other
200708260,IC,Invest Cont
201213810,AO,Adult Other
200516551,AA,Adult Arrest
202109634,AA,Adult Arrest
200313355,IC,Invest Cont
201013156,AA,Adult Arrest
200411029,AO,Adult Other
201218573,AO,Adult Other
200900542,IC,Invest Cont
200513452,AO,Adult Other
200909486,IC,Invest Cont
201822047,IC,Invest Cont
200808394,AA,Adult Arrest
201900626,IC,Invest Cont
201608021,AA,Adult Arrest
200212326,AO,Adult Other
200907546,AO,Adult Other
200507670,AO,Adult Other
201705556,AO,Adult Other
201309032,AA,Adult Arrest
201812889,IC,Invest Cont
200512072,AA,Adult Arrest
200405575,AO,Adult Other
201816961,IC,Invest Cont
200409889,AO,Adult Other
201907023,IC,Invest Cont
200208754,IC,Invest Cont
201610725,AA,Adult Arrest
201812765,IC,Invest Cont
200512309,IC,Invest Cont
201806447,AA,Adult Arrest
200814917,AA,Adult Arrest
200314885,AO,Adult Other
200712418,IC,Invest Cont
200105825,IC,Invest Cont
201220769,IC,Invest Cont
200404698,AA,Adult Arrest
200707606,AO,Adult Other
212004600,AO,Adult Other
201211129,IC,Invest Cont
201100640,IC,Invest Cont
201204727,IC,Invest Cont
201208530,AA,Adult Arrest
201207433,AO,Adult Other
201612462,AA,Adult Arrest
201912117,AO,Adult Other
200407690,IC,Invest Cont
201110225,AO,Adult Other
200315333,AO,Adult Other
200314714,IC,Invest Cont
200507696,IC,Invest Cont
202017369,IC,Invest Cont
201213512,IC,Invest Cont
201900781,IC,Invest Cont
201912718,IC,Invest Cont
200410250,IC,Invest Cont
202111552,AO,Adult Other
201405885,IC,Invest Cont
200317583,IC,Invest Cont
201411773,IC,Invest Cont
200611561,AO,Adult Other
200716559,IC,Invest Cont
200415131,AO,Adult Other
201205160,IC,Invest Cont
201113912,AA,Adult Arrest
201321322,IC,Invest Cont
201814135,IC,Invest Cont
201916011,IC,Invest Cont
200212748,IC,Invest Cont
201105066,AO,Adult Other
201900823,AA,Adult Arrest
201316735,IC,Invest Cont
200509828,IC,Invest Cont
200405752,IC,Invest Cont
200507694,AA,Adult Arrest
201217616,IC,Invest Cont
201814098,IC,Invest Cont
200118342,AA,Adult Arrest
200509490,AA,Adult Arrest
200315571,IC,Invest Cont
200316305,AA,Adult Arrest
202018428,IC,Invest Cont
201612383,IC,Invest Cont
202006431,IC,Invest Cont
201309886,IC,Invest Cont
201411630,AO,Adult Other
202011847,AO,Adult Other
200413245,AO,Adult Other
201417761,IC,Invest Cont
201912060,AO,Adult Other
200514633,AO,Adult Other
200617488,IC,Invest Cont
201708932,IC,Invest Cont
201911188,IC,Invest Cont
211104019,AA,Adult Arrest
200507816,AO,Adult Other
201504164,IC,Invest Cont
201815619,AA,Adult Arrest
200507102,AO,Adult Other
200320725,AA,Adult Arrest
200321941,AA,Adult Arrest
201206419,AO,Adult Other
201819373,IC,Invest Cont
201911789,AA,Adult Arrest
201909189,IC,Invest Cont
200804869,AA,Adult Arrest
202010832,AO,Adult Other
201910030,AO,Adult Other
202017531,IC,Invest Cont
200610123,AO,Adult Other
201812544,IC,Invest Cont
200509825,AA,Adult Arrest
201111170,AO,Adult Other
200105997,IC,Invest Cont
201319165,IC,Invest Cont
201608633,AA,Adult Arrest
202007719,IC,Invest Cont
201012384,AA,Adult Arrest
200415337,AO,Adult Other
201318577,IC,Invest Cont
201204347,AO,Adult Other
200807963,IC,Invest Cont
200413177,AO,Adult Other
201808966,IC,Invest Cont
201109100,AA,Adult Arrest
200413872,IC,Invest Cont
200510582,IC,Invest Cont
201817319,IC,Invest Cont
201610983,AO,Adult Other
200511134,AA,Adult Arrest
201421541,IC,Invest Cont
200404146,IC,Invest Cont
200406872,AO,Adult Other
200305113,IC,Invest Cont
202007804,AO,Adult Other
202008470,AA,Adult Arrest
202006100,AO,Adult Other
201114400,AO,Adult Other
200305669,IC,Invest Cont
201508202,AA,Adult Arrest
200209388,IC,Invest Cont
200613328,AO,Adult Other
200415724,AA,Adult Arrest
201512774,AO,Adult Other
201411033,AA,Adult Arrest
200706907,AA,Adult Arrest
201913621,AA,Adult Arrest
201607789,IC,Invest Cont
200407245,IC,Invest Cont
202116681,AO,Adult Other
201913593,AO,Adult Other
201820052,IC,Invest Cont
201223171,AA,Adult Arrest
200509409,AO,Adult Other
200614176,IC,Invest Cont
